ID,prompt,image,answer,answer_type,reordered_answer_type,novelty,clarity,relevance,intelligence,empathy,funniness,novelty_GPT4.1,clarity_GPT4.1,relevance_GPT4.1,intelligence_GPT4.1,empathy_GPT4.1,funniness_GPT4.1,novelty_Gemini2.5_pro,clarity_Gemini2.5_pro,relevance_Gemini2.5_pro,intelligence_Gemini2.5_pro,empathy_Gemini2.5_pro,funniness_Gemini2.5_pro,novelty_ClaudeSonnet4,clarity_ClaudeSonnet4,relevance_ClaudeSonnet4,intelligence_ClaudeSonnet4,empathy_ClaudeSonnet4,funniness_ClaudeSonnet4,dataset,prompt_type
3669137,,,チーズの特売、あと5分！,Gemini2.5_pro_oogiri,Gemini2.5_pro_oogiri,2.25,3.5,2.75,1.5,2.0,2.0,3,4,4,1,3,3,2,4,4,0,4,4,3,4,4,2,3,3,OG,image
5764_8259_III,画像で一言,,待って、まだ指摘したい,Human_top_tier,Human_lower_tier,3.0,1.75,2.25,1.75,1.75,1.25,1,4,4,0,2,2,3,4,4,1,3,3,2,4,4,1,3,2,Ours,image
5764_8259_III,画像で一言,,待って、まだ教科書載せれない,Human_mid_tier,Human_mid_tier,2.25,0.75,1.0,1.0,1.0,1.25,2,3,2,1,2,2,3,4,4,2,2,3,3,4,4,2,3,3,Ours,image
5764_8259_III,画像で一言,,鬼滅のスピンオフって言ってもギリバレない,Human_lower_tier,Human_top_tier,2.5,2.0,1.75,1.75,1.75,1.75,2,4,4,1,3,3,2,4,3,1,4,3,3,4,4,2,3,3,Ours,image
5764_8259_III,画像で一言,,次回から無料マンと呼びます,unrelated,unrelated,3.0,0.5,0.5,0.75,0.5,0.75,3,4,4,1,2,3,4,3,4,2,2,4,3,4,4,2,3,3,Ours,image
5764_8259_III,画像で一言,,「ちょっと待て、その『働き方改革』って具体的に何時間働けばいいんだ？」,ClaudeSonnet4_oogiri,ClaudeSonnet4_oogiri,2.5,2.0,2.0,2.5,1.5,1.25,3,4,3,2,3,3,3,4,4,3,4,4,2,4,1,2,3,2,Ours,image
5764_8259_III,画像で一言,,いや、だから！遅刻したのは、途中でカビゴンが道を塞いでて…,Gemini2.5_pro_oogiri,Gemini2.5_pro_oogiri,3.0,3.0,2.5,1.25,2.75,2.0,3,4,4,1,3,3,2,4,4,0,2,3,3,4,4,2,3,3,Ours,image
5764_8259_III,画像で一言,,商人が商品の値段について交渉している場面です。,GPT4.1_serious,GPT4.1_serious,0.25,4.0,3.75,2.0,2.0,0.0,0,4,4,2,2,0,0,4,4,0,0,0,0,4,2,0,1,0,Ours,image
5764_8259_III,画像で一言,,「だからそのポーズ、江戸の流行りじゃないって言ってるだろ！」,GPT4.1_oogiri,GPT4.1_oogiri,2.25,2.75,2.25,1.5,2.25,2.0,2,4,4,1,2,2,3,4,4,2,3,3,3,4,4,2,3,3,Ours,image
5824_9426_FTV,画像で一言,,ナナナナ～ナナナナ～ナナナナナディーンドリス,Human_lower_tier,Human_lower_tier,3.0,1.0,1.0,1.25,1.0,1.25,4,3,4,0,2,3,3,4,4,2,0,3,1,1,1,0,1,1,Ours,image
5824_9426_FTV,画像で一言,,渡す花にもマナーがあるのね,Human_mid_tier,Human_mid_tier,1.75,1.25,1.25,2.5,1.25,1.25,2,4,4,2,3,3,2,4,4,2,3,3,2,3,2,1,2,2,Ours,image
5824_9426_FTV,画像で一言,,聞いたことない政府からだったわ,Human_top_tier,Human_top_tier,2.5,2.5,2.25,1.0,1.75,2.0,2,4,4,1,3,2,2,4,4,2,3,3,2,2,2,1,1,1,Ours,image
5824_9426_FTV,画像で一言,,わかりません。,GPT4.1_serious,GPT4.1_serious,0.25,3.5,2.5,0.25,2.25,1.25,0,4,4,0,2,0,0,4,4,0,4,0,0,4,0,0,0,0,Ours,image
5824_9426_FTV,画像で一言,,「ダイエット中なのに、ケーキの行方は知りません。」,GPT4.1_oogiri,GPT4.1_oogiri,2.5,2.5,2.25,2.0,2.0,2.0,2,4,4,1,3,2,1,4,4,0,4,3,1,4,2,1,3,2,Ours,image
5824_9426_FTV,画像で一言,,分類上は「善」なのが納得いかない,unrelated,unrelated,3.25,1.0,2.25,3.0,1.0,1.0,2,4,4,2,3,3,3,4,4,3,4,4,3,2,2,2,1,2,Ours,image
5824_9426_FTV,画像で一言,,「あら、WiFiが繋がらないわね。もう一度両手を広げてアンテナになってみましょう」,ClaudeSonnet4_oogiri,ClaudeSonnet4_oogiri,3.25,3.0,2.75,2.25,2.0,2.25,2,4,4,2,2,2,2,4,4,1,4,3,2,4,4,2,3,2,Ours,image
5824_9426_FTV,画像で一言,,え、マッチングアプリの写真と全然違うんだけど、どういうこと？,Gemini2.5_pro_oogiri,Gemini2.5_pro_oogiri,2.0,3.5,2.75,2.0,2.75,1.75,2,4,4,1,4,3,2,4,4,0,4,3,1,4,2,1,3,2,Ours,image
2901_2404_YRD,両思いになった瞬間、お互いの指をつなぐ赤い糸が具現化する世界,,アホが先端を探してる,Human_mid_tier,Human_lower_tier,2.0,1.5,2.25,0.5,1.25,0.75,3,4,4,2,2,3,3,4,4,0,2,3,3,4,4,2,3,3,Ours,text
2901_2404_YRD,両思いになった瞬間、お互いの指をつなぐ赤い糸が具現化する世界,,それは人生の赤紙切符,Human_lower_tier,Human_mid_tier,1.75,0.75,1.5,1.5,1.0,1.0,3,2,4,3,2,2,3,4,4,3,3,4,3,2,3,3,2,3,Ours,text
2901_2404_YRD,両思いになった瞬間、お互いの指をつなぐ赤い糸が具現化する世界,,見えてないフリしてる時期が一番楽しい,Human_top_tier,Human_top_tier,2.5,2.25,3.25,2.75,2.75,2.0,3,4,4,2,4,3,3,4,4,3,4,4,3,4,4,3,4,3,Ours,text
2901_2404_YRD,両思いになった瞬間、お互いの指をつなぐ赤い糸が具現化する世界,,結婚相談所の最終確認。「では、お二人の赤い糸、接続しまーす！カチッ」,Gemini2.5_pro_oogiri,Gemini2.5_pro_oogiri,2.25,3.0,3.5,1.0,2.0,0.75,3,4,4,2,3,3,3,4,4,2,2,3,3,4,4,2,3,3,Ours,text
2901_2404_YRD,両思いになった瞬間、お互いの指をつなぐ赤い糸が具現化する世界,,個人情報保護の観点から、赤い糸が見えない眼鏡をかけることが一般的になりました。,GPT4.1_serious,GPT4.1_serious,3.0,2.0,2.5,2.75,2.5,1.5,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,Ours,text
2901_2404_YRD,両思いになった瞬間、お互いの指をつなぐ赤い糸が具現化する世界,,LINEのタイムラインが糸くずで埋まる。,GPT4.1_oogiri,GPT4.1_oogiri,2.25,1.5,2.25,2.5,1.5,1.25,4,4,4,2,3,4,4,4,4,3,4,4,3,4,4,2,3,3,Ours,text
2901_2404_YRD,両思いになった瞬間、お互いの指をつなぐ赤い糸が具現化する世界,,手袋を「滑る方」と呼んでいる,unrelated,unrelated,2.0,0.5,1.5,2.0,0.75,0.5,4,3,4,3,2,4,3,3,4,3,3,3,4,3,4,3,3,4,Ours,text
2901_2404_YRD,両思いになった瞬間、お互いの指をつなぐ赤い糸が具現化する世界,,「えっ、なんで私たちの糸だけ毛玉になってるの？」,ClaudeSonnet4_oogiri,ClaudeSonnet4_oogiri,3.0,1.75,2.5,1.25,1.25,1.0,3,4,4,2,3,3,3,4,4,2,3,3,3,4,4,2,3,3,Ours,text
3663022,1回1万円の  ガチャガチャ  何が出たかな？,,深いため息,Human_lower_tier,Human_lower_tier,1.75,2.75,3.25,1.25,3.0,1.75,2,4,4,2,4,3,3,4,4,1,4,3,3,4,4,2,4,3,OG,text
3663022,1回1万円の  ガチャガチャ  何が出たかな？,,涙,Human_top_tier,Human_mid_tier,2.5,3.0,3.0,2.5,2.5,2.75,2,4,4,1,3,2,4,4,4,3,4,4,3,4,4,2,4,3,OG,text
3663022,1回1万円の  ガチャガチャ  何が出たかな？,,あと３回以上、回せます券,Human_mid_tier,Human_top_tier,3.25,3.25,4.0,2.75,2.5,2.75,2,4,4,2,4,2,3,4,4,0,2,3,3,4,4,2,3,3,OG,text
3663022,1回1万円の  ガチャガチャ  何が出たかな？,,さっき入れた1万円札が、四つ折りになって出てきた。,Gemini2.5_pro_oogiri,Gemini2.5_pro_oogiri,1.25,1.75,2.75,0.75,1.5,1.25,2,4,4,2,4,3,2,4,4,0,4,4,3,4,4,2,3,3,OG,text
3663022,1回1万円の  ガチャガチャ  何が出たかな？,,後頭部に手刀で気絶,unrelated,unrelated,2.75,2.0,1.25,0.75,0.25,0.75,3,4,4,1,2,3,4,4,4,0,0,4,3,4,2,1,1,2,OG,text
3663022,1回1万円の  ガチャガチャ  何が出たかな？,,「当たり！もう1回」,ClaudeSonnet4_oogiri,ClaudeSonnet4_oogiri,1.75,2.5,2.75,1.5,1.75,2.0,1,4,4,0,2,2,2,4,4,0,3,3,1,4,4,1,3,2,OG,text
3663022,1回1万円の  ガチャガチャ  何が出たかな？,,高級腕時計が出てきました。,GPT4.1_serious,GPT4.1_serious,1.0,3.25,3.25,1.75,2.0,1.0,0,4,4,0,2,1,0,4,4,0,2,0,0,4,4,0,2,0,OG,text
3663022,1回1万円の  ガチャガチャ  何が出たかな？,,店員から「すみません、当たりは次回入荷です」と書かれた紙が出てきた。,GPT4.1_oogiri,GPT4.1_oogiri,3.0,3.5,3.75,2.0,2.5,2.5,2,4,4,2,4,2,3,4,4,1,4,3,3,4,4,2,3,3,OG,text
578759,一番「まじかよ、、」って  知識書いたヤツが優勝,,Googleでbreakと検索して画面を石でおもいっきり叩くと画面がブレイクする,Human_top_tier,Human_lower_tier,2.25,1.75,2.0,1.0,1.25,1.0,3,4,4,1,2,3,3,4,4,0,1,3,3,4,4,1,2,2,OG,text
578759,一番「まじかよ、、」って  知識書いたヤツが優勝,,JR東｢ドアが閉まります」西武｢ドア…閉まります｣京急｢ﾀﾞｧ!!ｼｴﾘｲｪｯｽ!!ｼｴﾘｲｪｯｽ!!｣,Human_mid_tier,Human_mid_tier,0.5,2.0,2.25,0.75,1.0,1.0,2,4,4,1,4,3,2,3,4,1,2,4,3,4,4,2,4,4,OG,text
578759,一番「まじかよ、、」って  知識書いたヤツが優勝,,iPhoneの奴。いつまでもの予測変換の最後見てみ,Human_lower_tier,Human_top_tier,3.5,1.25,1.0,2.0,0.5,1.25,3,3,4,1,3,3,3,4,4,1,4,4,3,2,4,2,3,3,OG,text
578759,一番「まじかよ、、」って  知識書いたヤツが優勝,,ナメクジには脳が5つあります。,GPT4.1_serious,GPT4.1_serious,2.25,1.75,2.0,2.75,1.0,0.5,2,4,4,2,2,2,3,4,4,2,4,3,3,4,4,3,3,3,OG,text
578759,一番「まじかよ、、」って  知識書いたヤツが優勝,,寿司は元々、保存食として酢ではなく粘土に魚を埋めて作られていた。,GPT4.1_oogiri,GPT4.1_oogiri,3.25,1.5,2.0,1.75,1.0,1.0,4,4,4,4,3,4,3,4,4,2,3,3,3,4,4,3,3,3,OG,text
578759,一番「まじかよ、、」って  知識書いたヤツが優勝,,カメムシって、自分の出した臭いで気絶することがあるらしいぞ。,Gemini2.5_pro_oogiri,Gemini2.5_pro_oogiri,1.25,3.25,2.75,2.75,1.75,1.25,3,4,4,2,3,3,2,4,4,2,4,3,3,4,4,2,3,3,OG,text
578759,一番「まじかよ、、」って  知識書いたヤツが優勝,,お・も・て・な・し,unrelated,unrelated,2.5,1.0,1.0,1.5,1.25,0.75,2,4,2,0,2,2,1,0,1,0,0,0,1,4,1,0,1,1,OG,text
578759,一番「まじかよ、、」って  知識書いたヤツが優勝,,「メンタルヘルス」の「メンタル」は英語だが、「ヘルス」は実は古代ギリシャ語由来で、直訳すると「魂の腸内環境」という意味,ClaudeSonnet4_oogiri,ClaudeSonnet4_oogiri,3.5,2.75,3.0,3.5,2.5,2.0,3,3,4,2,2,3,4,4,4,1,2,4,4,4,4,3,3,4,OG,text
5840_7601_MDB,写真で一言,,畿内ではあまりほざかないでください,Human_lower_tier,Human_lower_tier,3.0,1.5,1.75,1.25,0.5,0.75,4,2,2,2,1,2,4,0,0,1,0,1,4,1,1,2,0,1,Ours,image
5840_7601_MDB,写真で一言,,はい皆んなメディアメディアしないの〜,Human_mid_tier,Human_mid_tier,3.0,2.0,2.0,1.75,2.25,2.0,2,4,4,2,3,2,2,4,4,1,2,3,3,2,4,2,3,3,Ours,image
5840_7601_MDB,写真で一言,,来た来た、肖像権捨てた人よ,Human_top_tier,Human_top_tier,3.5,2.5,2.5,2.75,2.0,2.0,2,4,4,2,2,2,3,4,4,3,3,4,3,4,4,2,3,3,Ours,image
5840_7601_MDB,写真で一言,,ではそろそろ乱しますよ、和を,unrelated,unrelated,2.5,1.25,1.5,1.5,1.25,0.75,3,4,4,2,2,3,3,4,4,3,2,4,3,4,4,3,2,3,Ours,image
5840_7601_MDB,写真で一言,,「機内食のメニューを聞いただけなのに、なぜかパパラッチに撮られてる」,ClaudeSonnet4_oogiri,ClaudeSonnet4_oogiri,2.0,2.0,2.5,0.5,1.25,1.25,2,4,4,1,3,3,2,4,4,0,1,4,3,4,4,2,3,3,Ours,image
5840_7601_MDB,写真で一言,,CAさん、あの…ブランケット、もう一枚もらえますか？,Gemini2.5_pro_oogiri,Gemini2.5_pro_oogiri,1.75,2.5,3.0,1.5,1.75,1.5,2,4,4,1,3,2,3,4,4,0,1,3,1,4,4,1,3,2,Ours,image
5840_7601_MDB,写真で一言,,有名人が飛行機に乗ると、機内が一瞬で記者会見会場になります。,GPT4.1_serious,GPT4.1_serious,1.0,3.5,3.25,1.5,2.0,1.0,2,4,4,2,4,2,2,4,4,1,3,2,2,4,4,2,3,2,Ours,image
5840_7601_MDB,写真で一言,,「機内モードにしてください」のアナウンスを全員が無視。,GPT4.1_oogiri,GPT4.1_oogiri,1.25,3.25,3.75,2.0,2.25,1.75,2,4,4,2,4,3,2,4,4,0,4,3,3,4,4,2,3,3,Ours,image
2831573,キャベツとレタスの正しい見分け方,,菓道！,Human_mid_tier,Human_lower_tier,2.0,0.0,0.0,1.0,0.0,0.0,2,1,1,0,0,1,3,1,2,2,1,2,3,1,1,2,1,2,OG,text
2831573,キャベツとレタスの正しい見分け方,,漬け物にしたら美味しいのが白菜,Human_top_tier,Human_mid_tier,2.0,1.0,1.25,1.75,0.75,1.0,4,4,2,2,2,4,4,4,2,2,4,4,3,4,2,2,3,3,OG,text
2831573,キャベツとレタスの正しい見分け方,,人類ではまだ発見されてない,Human_lower_tier,Human_top_tier,2.25,2.75,3.25,1.25,2.0,1.75,3,4,4,2,3,3,3,4,4,0,1,3,3,4,4,2,3,3,OG,text
2831573,キャベツとレタスの正しい見分け方,,メンチを切って、睨み返してきたらキャベツ。目を逸らしたらレタス。,Gemini2.5_pro_oogiri,Gemini2.5_pro_oogiri,2.5,2.0,2.25,2.0,1.75,2.0,3,4,4,1,3,3,3,4,4,0,3,3,4,4,4,3,3,4,OG,text
2831573,キャベツとレタスの正しい見分け方,,座席倒してもいいですか？,unrelated,unrelated,2.5,0.0,0.0,0.0,0.0,0.0,4,3,2,2,2,3,4,1,0,0,0,4,4,2,1,3,2,3,OG,text
2831573,キャベツとレタスの正しい見分け方,,近くにあるマヨネーズを見てください。キャベツの前では「とんかつソース」と名乗り、レタスの前では「シーザードレッシング」と名乗ります。,ClaudeSonnet4_oogiri,ClaudeSonnet4_oogiri,2.25,2.75,2.0,2.25,1.75,1.5,4,4,4,2,4,4,4,4,4,2,3,4,4,4,4,2,3,4,OG,text
2831573,キャベツとレタスの正しい見分け方,,キャベツは葉が密集して球状になっており、葉に厚みと光沢があります。レタスは葉がゆるく重なり、キャベツよりも薄くてやわらかい質感です。また、レタスは色がやや薄く、みずみずしさが強いのが特徴です。,GPT4.1_serious,GPT4.1_serious,1.0,4.0,4.0,4.0,2.25,1.0,0,4,4,4,2,0,0,4,4,2,1,0,0,4,4,2,2,0,OG,text
2831573,キャベツとレタスの正しい見分け方,,夜道でトントンついてくるのがキャベツ、すぐにバレそうなのがレタス。,GPT4.1_oogiri,GPT4.1_oogiri,2.5,0.75,1.75,1.0,1.0,0.75,4,4,2,2,2,4,4,3,4,1,1,4,4,4,3,3,3,4,OG,text
1144031,もし戦国時代にネットがあったら、一番検索回数が多いワードはなにか,,お市乳房,Human_mid_tier,Human_lower_tier,2.0,1.5,1.5,1.25,1.25,0.75,2,4,4,0,2,2,3,4,4,1,4,4,2,4,3,1,3,2,OG,text
1144031,もし戦国時代にネットがあったら、一番検索回数が多いワードはなにか,,長曾根虎徹中古,Human_lower_tier,Human_mid_tier,3.0,1.25,3.0,3.25,1.5,1.5,3,4,4,3,2,3,3,4,4,3,3,3,3,2,4,3,3,3,OG,text
1144031,もし戦国時代にネットがあったら、一番検索回数が多いワードはなにか,,生類憐みの令蚊,Human_top_tier,Human_top_tier,2.75,2.75,2.75,3.25,2.5,2.75,4,3,2,3,2,3,4,4,2,3,4,3,3,2,1,2,1,2,OG,text
1144031,もし戦国時代にネットがあったら、一番検索回数が多いワードはなにか,,「隣の城 兵の数 調べ方 バレずに」,ClaudeSonnet4_oogiri,ClaudeSonnet4_oogiri,2.25,2.75,3.0,1.5,2.0,1.75,3,4,4,2,4,3,2,4,4,2,4,3,3,4,4,3,4,3,OG,text
1144031,もし戦国時代にネットがあったら、一番検索回数が多いワードはなにか,,戦の勝ち方,GPT4.1_serious,GPT4.1_serious,1.0,3.5,3.75,3.0,3.25,2.5,1,4,4,1,3,2,0,4,4,0,4,1,1,4,4,2,3,2,OG,text
1144031,もし戦国時代にネットがあったら、一番検索回数が多いワードはなにか,,「城　炎上　対策」,GPT4.1_oogiri,GPT4.1_oogiri,2.25,3.5,3.5,2.5,3.0,2.5,4,4,4,2,4,4,3,4,4,3,4,4,3,4,4,3,3,3,OG,text
1144031,もし戦国時代にネットがあったら、一番検索回数が多いワードはなにか,,信長 機嫌 悪い 原因,Gemini2.5_pro_oogiri,Gemini2.5_pro_oogiri,3.0,2.75,3.0,2.5,3.0,3.0,3,4,4,2,4,4,3,4,4,3,4,4,3,4,4,3,4,3,OG,text
1144031,もし戦国時代にネットがあったら、一番検索回数が多いワードはなにか,,メイの,unrelated,unrelated,2.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,2,0,0,0,3,1,1,1,0,0,0,OG,text
1285_3724_UFO,画像で一言,,あぁ食ってる食ってる,Human_mid_tier,Human_lower_tier,1.25,1.25,1.25,0.5,1.25,1.0,0,4,2,0,2,2,2,4,4,0,2,2,1,4,2,0,2,1,Ours,image
1285_3724_UFO,画像で一言,,ほらお前も謝れ,Human_top_tier,Human_mid_tier,3.0,0.75,1.25,1.0,1.25,1.25,2,4,4,1,3,3,3,4,4,1,3,3,3,4,4,1,3,3,Ours,image
1285_3724_UFO,画像で一言,,そう！そこそこ…！あ〜きもちー,Human_lower_tier,Human_top_tier,2.0,3.25,3.25,1.25,2.5,1.75,2,4,4,0,3,2,2,4,4,0,4,3,1,4,4,0,3,2,Ours,image
1285_3724_UFO,画像で一言,,パキグエって略す,unrelated,unrelated,3.5,0.25,0.5,0.75,0.25,0.0,3,2,3,1,1,2,3,1,1,0,0,1,4,3,4,2,3,3,Ours,image
1285_3724_UFO,画像で一言,,「パン生地の気持ちが分かった瞬間」,ClaudeSonnet4_oogiri,ClaudeSonnet4_oogiri,1.75,2.0,3.0,1.75,1.25,1.0,2,4,4,2,4,3,2,4,4,1,3,2,3,4,4,2,3,3,Ours,image
1285_3724_UFO,画像で一言,,へそ、みっけ。,Gemini2.5_pro_oogiri,Gemini2.5_pro_oogiri,2.0,1.75,2.0,1.0,1.25,0.75,2,4,4,0,2,2,2,4,4,0,3,3,3,4,4,1,3,3,Ours,image
1285_3724_UFO,画像で一言,,生地の発酵具合を指で確かめています。,GPT4.1_serious,GPT4.1_serious,0.0,3.5,3.5,1.5,1.75,0.0,0,4,4,2,2,0,0,4,4,2,2,0,0,4,4,1,2,0,Ours,image
1285_3724_UFO,画像で一言,,財布「残高、こんな感じです」,GPT4.1_oogiri,GPT4.1_oogiri,3.5,0.75,0.75,1.0,0.5,0.75,3,4,4,2,4,3,3,4,4,2,4,3,3,4,4,2,4,3,Ours,image
3600_9617_LBS,画像で一言,,私、空いてる市役所初めて！,Human_top_tier,Human_lower_tier,2.0,3.0,1.25,0.25,1.75,1.25,2,4,4,1,4,3,1,4,4,0,4,3,3,4,4,2,4,3,Ours,image
3600_9617_LBS,画像で一言,,嬉しくて飛びあがっているように見えるが、実際はUFOに連れ去られそうになり助けを求めている,Human_lower_tier,Human_mid_tier,2.0,3.0,3.0,2.5,2.75,1.75,4,4,4,2,2,4,3,4,4,0,0,3,3,4,4,2,3,3,Ours,image
3600_9617_LBS,画像で一言,,こんなに嬉しいのに負けは負けなのね！,Human_mid_tier,Human_top_tier,2.5,3.0,3.0,2.0,2.25,2.25,3,4,4,1,3,3,3,4,4,2,3,3,2,4,4,2,3,3,Ours,image
3600_9617_LBS,画像で一言,,「今日こそ、階段を使わずに空を飛んで登校します！」,GPT4.1_oogiri,GPT4.1_oogiri,3.0,2.75,2.5,1.25,2.25,1.5,2,4,4,1,3,3,1,4,4,0,2,2,1,4,3,1,2,2,Ours,image
3600_9617_LBS,画像で一言,,毎年届く,unrelated,unrelated,2.0,0.5,1.0,1.0,1.0,0.75,2,4,2,0,2,2,2,2,4,0,3,2,2,4,4,1,3,2,Ours,image
3600_9617_LBS,画像で一言,,「大河ドラマのオーディションに受かったと思ったら、エキストラだった瞬間」,ClaudeSonnet4_oogiri,ClaudeSonnet4_oogiri,1.25,2.25,2.5,1.75,1.75,1.25,2,4,4,1,3,3,3,4,4,2,4,3,3,4,4,2,3,3,Ours,image
3600_9617_LBS,画像で一言,,見てー！飛べたー！（5センチ）,Gemini2.5_pro_oogiri,Gemini2.5_pro_oogiri,0.75,2.25,2.75,1.25,1.75,0.25,2,4,4,0,4,2,3,4,4,0,4,3,2,4,4,1,3,2,Ours,image
3600_9617_LBS,画像で一言,,ジャンプして段差を一気に降りました。,GPT4.1_serious,GPT4.1_serious,1.25,2.75,2.0,0.5,1.5,1.0,1,4,4,1,3,2,0,4,4,0,2,0,1,4,3,1,2,1,Ours,image
2772197,,,ぷたつにしてやるぜ？,Human_lower_tier,Human_lower_tier,2.0,3.5,2.75,0.25,1.75,2.5,2,4,4,1,2,2,3,4,4,3,2,4,3,4,4,2,3,3,OG,image
2772197,,,俺くらいになると口で餅つき余裕だから,Human_top_tier,Human_mid_tier,2.5,2.0,2.5,0.5,2.0,2.5,2,4,4,1,2,2,3,4,4,0,2,3,3,4,4,1,2,3,OG,image
2772197,,,コ・デラックス,Human_mid_tier,Human_top_tier,2.75,3.25,2.0,2.5,2.25,2.75,2,4,4,2,2,2,3,4,2,1,0,4,3,4,4,2,2,3,OG,image
2772197,,,マッカーサー,GPT4.1_serious,GPT4.1_serious,0.25,1.75,3.25,1.75,1.75,0.5,0,4,4,0,2,0,0,4,4,1,0,0,1,4,4,2,2,2,OG,image
2772197,,,マックで「ビッグパイプセット」を注文した人,GPT4.1_oogiri,GPT4.1_oogiri,2.75,2.75,3.0,1.75,2.5,2.0,2,4,4,1,2,2,3,4,4,2,1,4,3,4,4,2,3,3,OG,image
2772197,,,マッぷたつケーキ,Gemini2.5_pro_oogiri,Gemini2.5_pro_oogiri,2.75,1.25,1.0,0.5,0.75,1.25,2,4,4,1,2,2,2,3,4,1,1,2,3,4,4,2,3,3,OG,image
2772197,,,赤ペン先生,unrelated,unrelated,3.25,2.25,2.25,1.75,1.75,2.0,2,4,2,1,1,2,4,1,3,4,1,3,3,4,4,2,3,3,OG,image
2772197,,,マッカーサーでも歯垢は取れなかった,ClaudeSonnet4_oogiri,ClaudeSonnet4_oogiri,2.75,2.5,2.5,2.25,2.0,1.5,2,4,4,2,2,2,3,4,4,2,3,4,3,4,4,2,2,3,OG,image
6470886,歯医者と敗者の違い,,矯正するのが歯医者　共生できたかったのが敗者,Human_mid_tier,Human_lower_tier,2.75,2.25,3.75,3.25,2.25,1.5,3,4,4,3,3,3,3,4,4,3,3,3,3,4,4,3,3,3,OG,text
6470886,歯医者と敗者の違い,,歯痛いは歯医者敗退は敗者,Human_top_tier,Human_mid_tier,2.5,2.5,3.5,2.75,3.0,2.25,2,4,4,2,2,2,0,4,4,0,2,2,2,4,4,2,3,2,OG,text
6470886,歯医者と敗者の違い,,歯を削るのが歯医者、歯を食いしばるのが敗者,Human_lower_tier,Human_top_tier,2.25,3.5,3.5,2.5,3.0,2.5,3,4,4,2,3,3,2,4,4,2,4,3,3,4,4,3,3,3,OG,text
6470886,歯医者と敗者の違い,,道程は厳しいと思いますよ,unrelated,unrelated,1.5,1.25,1.25,2.25,1.25,1.25,3,2,2,2,2,2,3,3,4,3,4,3,3,2,4,3,3,3,OG,text
6470886,歯医者と敗者の違い,,歯医者は「痛いのは今だけ」と言うが、敗者は「痛いのは一生」と言う,ClaudeSonnet4_oogiri,ClaudeSonnet4_oogiri,2.25,2.75,3.0,3.0,2.75,1.75,2,4,4,2,3,3,3,4,4,3,4,4,3,4,4,3,4,3,OG,text
6470886,歯医者と敗者の違い,,歯医者は歯の治療や健康管理を行う職業のことであり、敗者は何かの勝負や競争で負けた人を指す言葉です。,GPT4.1_serious,GPT4.1_serious,0.25,2.25,3.75,1.5,2.0,0.25,0,4,4,2,2,0,0,4,4,0,0,0,0,4,2,0,0,0,OG,text
6470886,歯医者と敗者の違い,,「歯医者は口の中を見て、敗者は空を見上げる」,GPT4.1_oogiri,GPT4.1_oogiri,2.75,2.5,3.25,2.5,2.0,2.25,4,4,4,2,3,4,2,4,4,2,4,3,3,4,4,2,3,3,OG,text
6470886,歯医者と敗者の違い,,歯医者は「抜きまーす」が治療の始まり、敗者は「抜かれましたー」が試合の終わり。,Gemini2.5_pro_oogiri,Gemini2.5_pro_oogiri,3.25,3.5,3.75,3.25,3.25,3.25,2,4,4,2,3,3,3,4,4,2,3,4,3,4,4,3,3,3,OG,text
2339_9068_OEL,キモいランドセル,,縫い目がない,Human_mid_tier,Human_lower_tier,2.75,3.25,3.75,1.75,1.75,1.0,2,4,4,1,2,2,4,4,4,3,3,4,3,4,4,2,3,3,Ours,text
2339_9068_OEL,キモいランドセル,,マーチングの太鼓が一緒に付いてる,Human_lower_tier,Human_mid_tier,1.5,2.75,3.25,1.75,1.75,1.0,3,4,3,1,2,3,3,4,4,0,3,3,3,4,4,2,3,3,Ours,text
2339_9068_OEL,キモいランドセル,,店員が匹で数えてた,Human_top_tier,Human_top_tier,3.25,2.75,2.75,2.75,2.25,3.0,4,4,4,2,2,4,4,4,4,2,3,4,3,4,4,2,3,3,Ours,text
2339_9068_OEL,キモいランドセル,,こいつは無視していい神様,unrelated,unrelated,3.25,0.25,0.75,0.5,0.25,0.25,3,3,3,2,2,3,4,2,2,1,0,3,2,1,1,1,1,1,Ours,text
2339_9068_OEL,キモいランドセル,,背負うと前の席の子の髪の毛の匂いがする機能付き,ClaudeSonnet4_oogiri,ClaudeSonnet4_oogiri,2.75,2.25,1.5,1.0,1.0,1.0,4,4,4,2,2,4,3,4,4,0,3,3,4,4,4,2,3,4,Ours,text
2339_9068_OEL,キモいランドセル,,ランドセルの内側が、びっしりタラコ。,Gemini2.5_pro_oogiri,Gemini2.5_pro_oogiri,2.75,3.5,4.0,2.25,3.25,2.25,3,4,4,1,2,3,3,4,4,0,4,3,3,4,4,1,3,3,Ours,text
2339_9068_OEL,キモいランドセル,,通気性と清潔さを追求し、背中側に冷却ファンが内蔵されています。,GPT4.1_serious,GPT4.1_serious,2.25,3.0,2.25,1.75,1.75,0.25,2,4,4,2,2,2,3,4,4,2,2,3,3,4,2,2,1,2,Ours,text
